Date;Time;Severity;TID;This;Function;Message
2018/10/29;18:25:16.348;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:16.348;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:16.389;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:16.389;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:16.389;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:16.430;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:16.430;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:16.430;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:16.472;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:16.472;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:16.472;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:16.513;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:16.513;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:16.513;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:16.554;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:16.554;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:16.554;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:16.595;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:16.595;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:16.595;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:16.636;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:16.636;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:16.636;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:16.677;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:16.677;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:16.677;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:16.718;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:16.718;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:16.718;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:16.759;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:16.759;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:16.759;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:16.800;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:16.800;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:16.800;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:16.841;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:16.841;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:16.841;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:16.882;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:16.882;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:16.882;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:16.923;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:16.923;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:16.923;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:16.964;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:16.964;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:16.964;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.005;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.005;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.005;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.047;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.047;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.047;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.088;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.088;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.088;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.129;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.129;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.129;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.170;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.170;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.170;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.210;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.211;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.211;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.252;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.252;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.252;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.293;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.293;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.293;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.333;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.334;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.334;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.374;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.375;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.375;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.415;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.416;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.416;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.456;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.457;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.457;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.497;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.498;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.498;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.539;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.539;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.539;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.580;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.580;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.580;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.621;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.621;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.621;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.662;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.662;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.662;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.703;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.703;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.703;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.744;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.744;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.744;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.785;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.785;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.785;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.826;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.826;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.826;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.867;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.868;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.868;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.908;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.909;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.909;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.950;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.950;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.950;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:17.991;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:17.991;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:17.991;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:18.032;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:18.033;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:18.033;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:18.073;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:18.074;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:18.074;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:18.115;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:18.115;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:18.116;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:18.157;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:18.157;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:18.157;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:18.198;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:18.198;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:18.199;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:18.240;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:18.240;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:18.241;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:18.281;DEBUG;18476;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:18.281;DEBUG;18476;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:18.281;DEBUG;18476;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:18.317;DEBUG;16388;00000000;DllMain@637;"DLL is detached from process"
2018/10/29;18:25:44.829;DEBUG;18980;00000000;InitLog@99;"InitLog"
2018/10/29;18:25:44.830;DEBUG;18980;00000000;DllMain@588;"DLL is attach to process"
2018/10/29;18:25:44.830;DEBUG;18980;00000000;GetCurrentProcInfo@159;"Current Process Name: EjercicioFinal - Sistema de facturacion.exe"
2018/10/29;18:25:44.830;DEBUG;18980;00000000;GetCurrentProcInfo@167;"Current Process ID: 17528"
2018/10/29;18:25:44.830;DEBUG;18980;00000000;GetCurrentProcInfo@173;"Current Directory: D:\Google Drive Sync\Primero\Projects\Sistema de facturacion\EjercicioFinal - Sistema de facturacion\bin\Debug"
2018/10/29;18:25:44.830;DEBUG;18980;00000000;InitEvents@571;"Init events: CAMOverlayStarted17528"
2018/10/29;18:25:44.932;DEBUG;19004;00000000;InitHook@447;"Init hook"
2018/10/29;18:25:44.932;DEBUG;19004;00000000;InitNamedPipes@438;"Named pipe initialized: "
2018/10/29;18:25:44.933;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:44.933;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:44.933;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:44.974;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:44.975;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:44.975;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.015;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.016;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.016;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.056;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.057;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.057;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.097;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.098;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.098;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.139;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.139;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.139;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.179;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.180;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.180;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.220;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.221;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.221;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.261;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.262;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.262;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.302;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.303;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.303;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.344;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.344;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.344;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.386;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.386;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.386;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.427;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.427;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.427;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.468;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.468;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.468;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.509;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.509;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.509;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.550;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.550;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.550;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.591;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.591;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.591;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.632;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.632;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.632;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.673;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.673;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.673;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.715;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.715;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.715;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.756;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.756;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.756;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.797;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.797;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.797;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.838;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.838;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.838;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.880;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.880;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.880;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.921;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.921;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.921;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:45.962;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:45.962;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:45.962;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:46.003;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:46.003;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:46.003;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:46.044;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:46.044;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:46.044;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
2018/10/29;18:25:46.085;DEBUG;19004;00000000;HookD3D9@220;"hook_dxgi: failed to get system d3d9 module"
2018/10/29;18:25:46.085;DEBUG;19004;00000000;HookDXGI@173;"hook_dxgi: failed to get system dxgi module"
2018/10/29;18:25:46.085;DEBUG;19004;00000000;TryHook@515;"DXGI(D10, D11, D12) is not able to hook"
